character	killed by	death	type
<2> Anjanath	Hunter (MHWI) | Am I Getting Enough Sleep!?	Hunted by the Hunter, contracted by 'Am I Getting Enough Sleep!?' (★4 Timberland Troublemakers)	
<2> Banbaro	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★1 A Bunch of Sticks in the Mud)	
<2> Barroth	Hunter (MHWI) | Smart Biologist	Hunted by the Hunter, contracted by the Smart Biologist (★5 Wicked Wildspire Warfare)	
<2> Beotodus	Hunter (MHWI) | Piscine Researcher	Hunted by the Hunter, contracted by the Piscine Researcher (MR★1 Trophy Fishin')	
<2> Furious Rajang	Hunter (MHWI) | It's me...	Hunted by the Hunter, contracted by 'It's me...' (MR★6 Mighty Muscle Monkey Madness)	
<2> Great Jagras	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (★2 Chew The Fat)	
<2> Kirin	Hunter (MHWI) | Field Team Grizzled Hunter	Slain by the Hunter, contracted by the Field Team Grizzled Hunter (★5 Kirin The Myth)	
<2> Odogaron	Hunter (MHWI) | Girl with Green Ribbon	Hunted by the Hunter, contracted by the Girl with Green Ribbon (★7 A Rush of Blood)	
<2> Rajang	Hunter (MHWI) | Thanks for stopping by!	Hunted by the Hunter, contracted by 'Thanks for stopping by!' (MR★6 Muscle Monkey Madness)	
<2> Tempered Deviljho	Hunter (MHWI) | Daughter of an Outcast	Hunted by the Hunter, contracted by the Daughter of an Outcast (★9 The Heart of the Nora)	
<2> Uragaan	Hunter (MHWI) | Serious Handler	Hunted by the Hunter, contracted by the Serious Handler (★7 Rollin' With The Uragaan)	
<3> Great Jagras	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (★3 Gold Star Treatment)	
<3> Tzitzi-Ya-Ku	Hunter (MHWI) | Analytics Director	Hunted by the Hunter, contracted by the Analytics Director (★6 A Flash in the Pan)	
<5> Mosswine	Hunter (MHWI) | Little Helpful Felyne	Slain by the Hunter, contracted by the Little Helpful Felyne (★6 Mosswinin' and Dinin')	
<8> Barnos	Hunter (MHWI) | Nora Outcast	Slain by the Hunter, contracted by the Nora Outcast (★5 Lessons of the Wild)	
