character	killed by	death	type
Psyshock	Ryan Romano	Head exploded with a punch by Ryan Romano (transferred his consciousness to a drug addict captive's body) (undone via Quicksave's Power)	physical | undone
Psyshock	Ryan Romano	Head punched into paste by Ryan Romano (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
Psyshock	Ryan Romano	Punched through the skull by Ryan Romano (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
Psyshock	Ryan Romano	Sniped through the head with a laser by Ryan Romano (transferred his consciousness to an engineer's body) (undone via Quicksave's Power)	physical | undone
Psyshock	Shroud | Ryan Romano	Taken out by Shroud on a tip from Ryan Romano (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
Rakshasa	Plushie | Ryan Romano	Chest torn through by Ryan Romano's Plushie (undone via Quicksave's Power)	undone
Reload	Frank | Ryan Romano	Splattered on the ground by Frank on orders from Ryan Romano (undone via Reload's Power)	undone
Reload	Reload	Blew himself up with an explosive belt (undone via Reload's Power)	undone
Reload	Reload	Blew himself up with an explosive belt (undone via Reload's Power)	undone
Renesco	Ghoul | Adam Fontaine	Presumably murdered by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
Renesco	Ghoul | Adam Fontaine	Speared through the throat with an icicle by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
Reptilian	Mechron	Flattened against the ceiling by the telekinetic Genome created by Mechron (undone via Quicksave's Power)	undone
Reptilian	Ryan Romano	Ran over by Ryan Romano (undone via Quicksave's Power)	undone
Ryan Romano		Cooked alive in a previous loop (undone via Quicksave's Power)	undone
Ryan Romano		Shot by one of his maddened customers while he led a drug cartel (undone via Quicksave's Power)	undone
Ryan Romano	Acid Rain	Blown up with a rain of grenades after being stabbed multiple times by Acid Rain (undone via Quicksave's Power)	undone
Ryan Romano	Alchemo | Ryan Romano	Murdered by Alchemo's machine on his own request to carry over his allies' memories (undone via Quicksave's Power)	undone
Ryan Romano	Bloodstream	Head slammed against the pavement by Bloodstream (undone via Quicksave's Power)	undone
Ryan Romano	Ghoul | Adam Fontaine	Speared through the back with an icicle and frozen by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
Ryan Romano	Jean-Stéphanie	Died of old age while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Ryan Romano	Jean-Stéphanie	Head crushed with a giant token by a clown while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Ryan Romano	Jean-Stéphanie	Impaled on a sword by a ninja clown while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Ryan Romano	Jean-Stéphanie	Neck sliced in half by a platinum clown while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Ryan Romano	Len Sabino | Ryan Romano	Murdered by Len Sabino's system on his own request to carry over Len's memories (undone via Quicksave's Power)	undone
Ryan Romano	Psyshock | Land | Adam Fontaine	Vaporized with a laser beam by a Mechron robot controlled by Psyshock, after being blasted and knocked down by the Land, in an attack ordered by Adam Fontaine (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Committed suicide via a meteorite during his suicidal phase (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Committed suicide via a yacht during his suicidal phase (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Committed suicide via giraffes during his suicidal phase (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Committed suicide via lasers during his suicidal phase (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Committed suicide via piranhas during his suicidal phase (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Hanged himself with a rope (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Sliced his own throat with a glass shard (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Vaporized himself alongside Rust Town with an atomic bomb (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano | Adam Fontaine	Blew himself up with an explosive belt after being fatally wounded by Adam Fontaine (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano | Alchemo	Committed suicide using Alchemo's machine to carry over Livia's memories (undone via Quicksave's Power)	undone
Ryan Romano	Shroud	Beheaded by Shroud (undone via Quicksave's Power)	undone
Ryan Romano	Shroud	Blown up in his hotel room by Shroud (undone via Quicksave's Power)	undone
Ryan Romano	Tea | Alchemo	Euthanized by Tea while Alchemo was extracting his brain to spare Ryan from decades of imprisonment (undone via Reload's Power)	undone
Ryan Romano	Violet Ultimate One	Presumably annihilated by the Violet Ultimate One (undone via Quicksave's Power)	undone
Ryan Romano	Vulcan	Blown up by a bomb setup in a briefcase by Vulcan's men during a courier job (undone via Quicksave's Power)	undone
Ryan Romano	Zanbato | Luigi	Sliced apart into sashimi by Zanbato after being outed as a mole by Luigi (undone via Quicksave's Power)	undone
Ryan Romano's father		Murdered by bandits	
Ryan Romano's mother		Murdered by bandits	
Sally	Jean-Stéphanie	Murdered and devoured by the clowns while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Sarin	Alphonse Manada	Dissipated into her gaseous form after her hazmat suit was destroyed by Alphonse Manada (undone via Quicksave's Power)	undone
Sarin	Ryan Romano	Dissipated into her gaseous form after her hazmat suit was shot in the face several times by Ryan Romano (undone via Quicksave's Power)	undone
Sarin	Ryan Romano	Dissipated into her gaseous form after her hazmat suit was shot several times by Ryan Romano (undone via Quicksave's Power)	undone
Sarin	Shroud	Dissipated into her gaseous form after her hazmat suit was beheaded by Shroud (undone via Quicksave's Power)	undone
Sarin	Shroud	Dissipated into her gaseous form after her hazmat suit was perforated several times by Shroud (undone via Quicksave's Power)	undone
Sebastian	Eva Fabre	Murdered during a bacteria outbreak caused by Eva Fabre	
Shroud	Augustus	Vaporized with a lightning bolt through his chest by Augustus (undone via Quicksave's Power)	undone
Silus	Eva Fabre	Presumably murdered by Eva Fabre	
Simon	Jean-Stéphanie	Died of a heart attack while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Sparrow	Atom Cat	Blasted with an explosion by Atom Cat (undone via Quicksave's Power)	undone
Sphere	Pluto | Augustus	Murdered by Pluto after she marked them for death on orders from Augustus (undone via Quicksave's Power)	undone
Tea	Bloodstream	DNA overwritten by Bloodstream (undone via Quicksave's Power)	undone
Vamp	Fortuna Veran	Neck broken after stumbling and falling over a wall via Fortuna Veran's Power	
Vamp	Ryan Romano	Shot in the head by Ryan Romano (undone via Quicksave's Power)	undone
Vladimir Khabarov's father		Choked on stolen caviar	
Wardrobe	Mortimer	Shot in the head by Mortimer (undone via Quicksave's Power)	undone
Windsweep	Alphonse Manada	Clone destroyed alongside Lab Sixty-Six by Alphonse Manada (undone via Quicksave's Power)	alternate | undone
Windsweep	Boris | Enrique Manada | Ryan Romano	Clone blown up alongside Lab Sixty-Six by Enrique Manada's men, including Boris, as part of Ryan Romano's Perfect Run plan	alternate
Wyvern	Alphonse Manada	Clone destroyed alongside Lab Sixty-Six by Alphonse Manada (undone via Quicksave's Power)	alternate | undone
Wyvern	Boris | Enrique Manada | Ryan Romano	Clone blown up alongside Lab Sixty-Six by Enrique Manada's men, including Boris, as part of Ryan Romano's Perfect Run plan	alternate
Zanbato	Pluto | Augustus	Murdered by Pluto after she marked them for death on orders from Augustus (undone via Quicksave's Power)	undone
Zanbato	Sarin | Shroud	Shot through his vitals by Sarin after being electrocuted by Shroud (undone via Quicksave's Power)	undone
Zanbato	Shroud	Electrocuted and stabbed by Shroud (undone via Quicksave's Power)	undone
{10,000+} Ryan Romano		Died facing the same situation and making a different choice each time, prior to the story (undone via Quicksave's Power)	undone
{100+} Bloodstream	Leonard Hargraves | Mr. Wave | Ryan Romano	Incinerated by Leonard Hargraves after being incapacitated by Mr. Wave, Carnival led to him by Ryan Romano (undone via Quicksave's Power)	undone
{100+} Ryan Romano	Ryan Romano	Took his own life multiple times to try and catch up to Len (undone via Quicksave's Power)	undone
{2+} Bloodstream		Clones murdered by the homeless (plural)	
{2+} Eva Fabre		Simulated Clones crushed with a thrown barricade by a colossal alien (plural) (Eva-One remains alive)	alternate
{2+} Eva Fabre	Mr. Wave	Simulated Clones poked to death by Mr. Wave (plural) (Eva-One remains alive)	alternate
{2+} Ryan Romano	Ryan Romano	Committed suicide via drug-fueled orgies during his suicidal phase (undone via Quicksave's Power)	undone
{2+} Ryan Romano	Ryan Romano	Committed suicide via plane crashes during his suicidal phase (undone via Quicksave's Power)	undone
{2,000,000+} Bloodstream	Alphonse Manada | Leonard Hargraves	Incinerated by either Alphonse Manada or Leonard Hargraves (millions mentioned) (undone via Quicksave's Power)	undone
{200+} Eva Fabre	Ryan Romano | Black Ultimate One	Simulated Clones collapsed into nothingness after the spaceship's biomechanical brain was consumed by Black Flux, infected by Ryan Romano and Black Flux provided by the Black Ultimate One (hundreds mentioned)	
{24+} Eva Fabre	Sarin	Simulated Clones pulverized with a shockwave by Sarin (two dozens mentioned) (Eva-One remains alive)	alternate
{2} Eva Fabre	Panda	Simulated Clones pulverized by the Panda (Eva-One remains alive)	alternate
{2} Ryan Romano		Caught in a traffic accident, twice (undone via Quicksave's Power)	undone
{2} Ryan Romano	Zanbato | Luigi	Murdered by Zanbato after being outed as a mole by Luigi (undone via Quicksave's Power)	undone
{3+} Eva Fabre		Simulated Clones torn through by an alien dragon with claws and beams (several mentioned) (Eva-One remains alive)	alternate
{3+} Reload	Len Sabino	Drowned within a water bubble several times by Len Sabino (undone via Reload's Power)	undone
{3+} Reload	Len Sabino | Ryan Romano	Drowned within a water bubble several times by Len Sabino on orders from Ryan Romano (undone via Reload's Power)	undone
{4} Alchemo	Ryan Romano	Died from various causes due to Ryan Romano's experiments (undone via Quicksave's Power)	undone
{4} Ryan Romano	Jean-Stéphanie	Murdered by ninja clowns multiple times while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
