character	killed by	death	type
Maleigh Marais, Shaded Castle Castellan	The Tarnished	Slain by the Tarnished	
Malenia, Blade of Miquella	The Tarnished	Slain by the Tarnished	
Maliketh, the Black Blade	The Tarnished	Slain by the Tarnished	
Mary, Eldest Sister	The Tarnished | Millicent the Rotting	Slain by the Tarnished, assisted by Millicent the Rotting (dependent on player choice)	determinant
Maureen, Second Sister	The Tarnished | Millicent the Rotting	Slain by the Tarnished, assisted by Millicent the Rotting (dependent on player choice)	determinant
Melina	Melina	Burns herself with the Flame of Ruin (dependent on player choice)	determinant
Messmer the Impaler	The Tarnished | Hornsent | Jolán, Swordhand of Night	Slain by the Tarnished, assisted by Hornsent or Jolán, Swordhand of Night	
Metyr, Mother of Fingers	The Tarnished	Slain by the Tarnished	
Midra, Lord of Frenzied Flame	The Tarnished	Slain by the Tarnished	
Millicent the Rotting	The Tarnished	Slain by the Tarnished (revived)	revived
Millicent the Rotting	The Tarnished | Millicent's Sisters	Slain by the Tarnished, assisted by Millicent's Sisters (dependent on player choice)	determinant
Milos		Died from unknown causes	
Mimic Tear	The Tarnished	Slain by the Tarnished	
Miquella the Kind	The Tarnished	Perished after the defeat of Promised Consort Radahn at the Tarnished's hands	
Miranda Blossom	The Tarnished	Slain by the Tarnished	
Miranda the Blighted Bloom	The Tarnished	Slain by the Tarnished	
Misbegotten Crusader	The Tarnished	Slain by the Tarnished	
Mohg, Lord of Blood	The Tarnished	Slain by the Tarnished	
Moongrum, Carian Knight	The Tarnished	Slain by the Tarnished	
Moonrithyll, Carian Knight	The Tarnished	Slain by the Tarnished	
Morgott, the Omen King	The Tarnished | Dung Eater | Melina	Slain by the Tarnished, assisted by Dung Eater or Melina	
Nanaya		Died from unknown causes	
Necromancer Garris	The Tarnished	Slain by the Tarnished	
Needle Knight Leda	The Tarnished | Hornsent	Slain by the Tarnished, assisted by Hornsent (revived, dependent on player choice)	revived | determinant
Needle Knight Leda	The Tarnished | Sanguine Noble Nataan | Sir Ansbach | Sir Thiollier	Slain by the Tarnished, assisted by Sanguine Noble Nataan, Sir Ansbach or Sir Thiollier	
Nepheli Loux	The Tarnished | Preceptor Seluvis	Turned into a puppet by the Tarnished using Preceptor Seluvis' potion (dependent on player choice)	determinant | physical
Nepheli Loux, Warrior	The Tarnished | Preceptor Seluvis	Turned into a puppet by the Tarnished using Preceptor Seluvis' potion (dependent on player choice)	determinant | physical
Nightmaiden	Nightmaiden	Willingly let herself turn into a puppet	physical
Nox Monk	The Tarnished	Slain by the Tarnished	
Nox Swordstress	The Tarnished	Slain by the Tarnished	
Old Albus		Faded away after giving the Tarnished his half of the Haligtree Secret Medallion	
Old Knight Istvan	The Tarnished | Tanith, Volcano Manor Proprietress	Slain by the Tarnished on orders from Tanith, Volcano Manor Proprietress	
Omenkiller Rollo		Died from unknown causes (returned as a spirit)	physical
Perfumer Tricia	The Tarnished	Slain by the Tarnished (turned into a spirit)	physical
Pidia, Carian Servant		Murdered by his own Raya Lucaria Soldier puppets	
Polyanna, Youngest Sister	The Tarnished | Millicent the Rotting	Slain by the Tarnished, assisted by Millicent the Rotting (dependent on player choice)	determinant
Preceptor Miriam	The Tarnished	Slain by the Tarnished	
Preceptor Miriam	The Tarnished	Slain by the Tarnished (revived)	revived
Preceptor Seluvis	Ranni the Witch	Turned into a puppet by Ranni the Witch	physical
Promised Consort Radahn	The Tarnished | Sir Ansbach | Sir Thiollier	Slain by the Tarnished, assisted by Sir Ansbach or Sir Thiollier	
Putrescent Knight	The Tarnished	Slain by the Tarnished	
Putrid Grave Warden Duelist	The Tarnished	Slain by the Tarnished	
Radagon of the Golden Order	The Tarnished	Slain by the Tarnished (potentially revived dependent on player choice)	determinant
Rakshasa		Died from unknown causes (returned as a spirit)	physical
Ralva the Great Red Bear	The Tarnished	Slain by the Tarnished	
Recusant Henricus	The Tarnished	Slain by the Tarnished	
Red Bear		Died from unknown causes (returned as a spirit)	physical
Red Wolf of Radagon	The Tarnished | Sorceress Sellen	Slain by the Tarnished, assisted by Sorceress Sellen	
Red Wolf of the Champion	The Tarnished	Slain by the Tarnished	
Redmane Freyja	The Tarnished | Sanguine Noble Nataan | Sir Ansbach | Sir Thiollier	Slain by the Tarnished, assisted by Sanguine Noble Nataan, Sir Ansbach or Sir Thiollier	
Redmane Knight Ogha		Died from unknown causes (returned as a spirit)	physical
Regal Ancestor Spirit		Died from unknown causes (returned as a spirit)	physical
Rellana, Twin Moon Knight	The Tarnished | Needle Knight Leda	Slain by the Tarnished, assisted by Needle Knight Leda	
Rileigh the Idle	The Tarnished | Tanith, Volcano Manor Proprietress	Slain by the Tarnished on orders from Tanith, Volcano Manor Proprietress	
Romina, Saint of the Bud	The Tarnished | Dryleaf Dane	Slain by the Tarnished, assisted by Dryleaf Dane	
Roundtable Knight Vyke	The Tarnished	Slain by the Tarnished	
Rugalea the Great Red Bear	The Tarnished | Redmane Freyja	Slain by the Tarnished, assisted by Redmane Freyja	
Runebear	The Tarnished	Slain by the Tarnished	
Rya the Scout	The Tarnished | Rya the Scout	Slain by the Tarnished on her own orders (dependent on player choice)	determinant
Rykard, Lord of Blasphemy	The Tarnished	Slain by the Tarnished	
Sage Gowry		Died after Millicent's death (dependent on player choice)	determinant
Scadutree Avatar	The Tarnished	Slain by the Tarnished	
Scaly Misbegotten	The Tarnished	Slain by the Tarnished	
Serosh, the Beast Regent	Godfrey, First Elden Lord	Murdered by Godfrey, First Elden Lord during his fight with the Tarnished	
Sir Ansbach		Died after the defeat of Promised Consort Radahn (dependent on player choice)	determinant | unavoidable
Sir Ansbach	The Tarnished | Needle Knight Leda	Slain by the Tarnished, assisted by Needle Knight Leda (dependent on player choice)	determinant | unavoidable
Sir Gideon Ofnir, the All-Knowing	The Tarnished	Slain by the Tarnished	
Sir Moore		Fell into despair and let himself die (dependent on player choice)	determinant | unavoidable
Sir Moore	The Tarnished | Sanguine Noble Nataan | Sir Ansbach | Sir Thiollier	Slain by the Tarnished, assisted by Sanguine Noble Nataan, Sir Ansbach or Sir Thiollier (dependent on player choice)	determinant | unavoidable
Sir Thiollier		Died after the defeat of Promised Consort Radahn	
Sir Thiollier	The Tarnished	Slain by the Tarnished (revived)	revived
Soldier of Godrick	The Tarnished	Slain by the Tarnished	
Somber Scarabs	The Tarnished	Slain by the Tarnished	
Sorcerer Rogier		Succombed to a Deathroot infection (returned as a spirit)	physical
Sorcerer Thops		Passed away after creating Thops's Barrier	
Sorceress Sellen	The Tarnished | Witch-Hunter Jerren	Slain by the Tarnished, assisted by Witch-Hunter Jerren (dependent on player choice)	determinant
Spellmachinist Rabbath		Died from unknown causes	
Starscourge Radahn	The Tarnished | Alexander, Warrior Jar | Blaidd the Half-Wolf | Finger Maiden Therolina | Great Horned Tragoth | Lionel the Lionhearted | Bloody Finger Okina | Patches the Untethered | Witch-Hunter Jerren	Slain by the Tarnished, assisted by Alexander, Blaidd, Therolina, Tragoth, Lionel, Okina, Patches or Jerren (revived by Miquella the Kind)	revived
Stormhawk Deenh		Died from unknown causes (returned as a spirit)	physical
Stray Mimic Tear	The Tarnished	Slain by the Tarnished	
Swordhand of Night Anna	The Tarnished	Slain by the Tarnished (potentially turned into a spirit)	physical
Swordstress	Swordstress	Willingly let herself turn into a puppet	physical
Tanith's Knight	The Tarnished	Slain by the Tarnished	
Tanith, Volcano Manor Proprietress	The Tarnished	Slain by the Tarnished	
Taylew the Golem Smith		Died from unknown causes (returned as a spirit)	physical
The Revenger	Godfrey, First Elden Lord	Slain by Godfrey, First Elden Lord	
The Stormhawk King		Died from unknown causes (returned as a spirit)	physical
The Tarnished	Ranni the Witch	Murdered by Ranni the Witch (revived, dependent on player choice)	revived | determinant
Torrent		Died from unknown causes (returned as a spirit)	physical
Vargram the Raging Wolf	The Tarnished | Knight Bernahl | Tanith, Volcano Manor Proprietress	Slain by the Tarnished, assisted by Knight Bernahl, on orders from Tanith, Volcano Manor Proprietress	
Volcano Manor Apparition		Died from unknown causes (returned as a spirit)	physical
Vyke's Finger Maiden		Died from unknown causes	
War Counselor Iji		Murdered by several Black Knife Assassins	
White Mask Varré	The Tarnished	Slain by the Tarnished	
Witch-Hunter Jerren	The Tarnished | Sorceress Sellen	Slain by the Tarnished, assisted by Sorceress Sellen (dependent on player choice)	determinant
Wormface	The Tarnished	Slain by the Tarnished	
Ymir, Mother of Fingers	The Tarnished	Slain by the Tarnished	
Yuri		Died young from unknown causes	
