character	killed by	death	type	loop
Goren Shein	Goren Shein | Right Hand of Darkness | Erebus	Sacrificed himself to help Aidan, fatally wounded while fighting the Right Hand of Darkness summoned by Erebus (reset by Chronos via the Déjà Vu System)	undone	57
Goren Shein	High Priestess of Axul	Frozen and shattered into icicles by the High Priestess of Axul (reset by Chronos via the Déjà Vu System)	undone	55
Goren Shein	Razor Basilisk | Erebus	Slain by the Razor Basilisk summoned by Erebus (reset by Chronos via the Déjà Vu System)	undone	38
Henry	Aidan Dar | Erebus	Caught in a shockwave caused by Aidan Dar and Erebus' fight (reset by Chronos via the Déjà Vu System)	undone	65
Henry	Aric Kelltins	Murdered by Aric Kelltins (reset by Chronos via the Déjà Vu System)	undone	37
Henry's mother		Died from unknown causes		
High Priestess of Axul	Aidan Dar	Stabbed with a glaive by Aidan Dar (reset by Aidan Dar's Checkpoint)	undone	56
High Priestess of Axul	Aidan Dar | Gaelith of Tepan	Stabbed deep into her back by Aidan Dar while held by Gaelith of Tepan		56
Jax of Belenia	Aidan Dar | Erebus	Caught in a shockwave caused by Aidan Dar and Erebus' fight (reset by Chronos via the Déjà Vu System)	undone	65
Jax of Belenia	Aric Kelltins	Murdered by Aric Kelltins (reset by Chronos via the Déjà Vu System)	undone	37
Jax of Belenia	High Priestess of Axul | Erebus	Struck with a giant claw through a portal by the High Priestess of Axul summoned by Erebus (reset by Chronos via the Déjà Vu System)	undone	38
Jutta the Wise		Died from unknown causes		
Karl Kaelstrife	Spurius Axul	Neck snapped by Spurius Axul (reanimated as an undead)	undead	
Lady Mikaela	Gaelith of Tepan	Slain by Gaelith of Tepan (reset by Chronos via the Déjà Vu System)	undone	36
Lady Mikaela	Goren Shein	Slain by Goren Shein during a previous loop (reset by Dolos via his System)	undone	-55 to 0
Left Hand of Darkness	Aidan Dar	Sliced into millions of pieces by Aidan Dar		65
Lena Lethen	Aric Kelltins	Murdered by Aric Kelltins (reset by Chronos via the Déjà Vu System)	undone	37
Luke Hargreaves	High Priestess of Axul | Erebus	Struck with a giant claw through a portal by the High Priestess of Axul summoned by Erebus (reset by Chronos via the Déjà Vu System)	undone	38
Lysandra	Gaelith Alloraine	Murdered by Gaelith Alloraine (reanimated herself as an undead)	undead	
Marcus	Lysandra	Pushed down into the Void by Lysandra		
Megara	Aidan Dar	Eventually purged alongside Erebus by Aidan Dar		66
Megara	Lysandra	Turned into an undead by Lysandra	undead	
Melissa	Erebus	Crushed by one of the Razor Serpents summoned by Erebus (reset by Chronos via the Déjà Vu System)	undone	4
Melissa	Erebus	Squeezed and shredded by Razor Serpents summoned by Erebus (reset by Chronos via the Déjà Vu System)	undone	2
Mole King	Aidan Dar	Slain by Aidan Dar at some point during loops 39 to 54		39 to 54
Mole King	Goren Shein	Slain by Goren Shein (reset by Chronos via the Déjà Vu System)	undone	36
Nilson	Spurius Axul	Neck snapped by Spurius Axul		
Pack Leader	Aidan Dar	Stabbed deep in the chest by Aidan Dar		38
Pack Leader	Lady Mikaela	Slain by Lady Mikaela (reset by Aidan Dar's Checkpoint)	undone	3
Pack Leader	Lady Mikaela	Slain by Lady Mikaela (reset by Chronos via the Déjà Vu System)	undone	2
Pack Leader	Lady Mikaela	Slain by Lady Mikaela (reset by Chronos via the Déjà Vu System)	undone	3
Pack Leader	Lysandra	Burned by Lysandra's barrier and later reanimated as an undead	undead	
Razor Basilisk	Razor Basilisk | Aidan Dar	Put down by Aidan Dar on its own request		55
Richard Renner		Died from unknown causes		
Right Hand of Darkness	Aidan Dar	Sliced into millions of pieces by Aidan Dar		65
Rosa	Karl Kaelstrife	Throat slit by the Silverfangs on orders from Karl Kaelstrife		
Spurius Axul (Original)		Died of old age		
Stephan Lorren	Gaelith of Tepan	Slain by Gaelith of Tepan (reset by Chronos via the Déjà Vu System)	undone	36
Stephan Lorren	Goren Shein	Slain by Goren Shein during a previous loop (reset by Dolos via his System)	undone	-55 to 0
Stinger	Gaelith's Darkness | Erebus | Gaelith Alloraine	Impaled through the eye and devoured by Gaelith's Darkness, host of Erebus, created by Gaelith Alloraine (reset by Chronos via the Déjà Vu System)	undone	37
Tagan	Gaelith's Darkness | Erebus | Gaelith Alloraine	Murdered by Gaelith's Darkness, host of Erebus, created by Gaelith Alloraine (reset by Chronos via the Déjà Vu System)	undone	1
Tagan	Gaelith's Darkness | Erebus | Gaelith Alloraine	Murdered by Gaelith's Darkness, host of Erebus, created by Gaelith Alloraine (reset by Chronos via the Déjà Vu System)	undone	2
Tagan	Goren Shein	Throat slit with a dagger by Goren Shein (reset by Chronos via the Déjà Vu System)	undone	6
Undead General Kaelstrife	Aidan Dar	Impaled through his gut with a sword by Aidan Dar		36
Undead General Kaelstrife	Aidan Dar | Yana	Slain by Aidan Dar and Yana (reanimated as Dark Undead General Kaelstrife by Erebus)	revived	15
Venezia		Died from unknown causes		
Waylan	Aidan Dar | Erebus	Caught in a shockwave caused by Aidan Dar and Erebus' fight (reset by Chronos via the Déjà Vu System)	undone	65
Waylan	Aric Kelltins	Murdered by Aric Kelltins (reset by Chronos via the Déjà Vu System)	undone	37
Yana	Aidan Dar | Erebus	Caught in a shockwave caused by Aidan Dar and Erebus' fight (reset by Chronos via the Déjà Vu System)	undone	65
Yana	Dark Undead General Kaelstrife | Erebus	Incinerated with dark flames by Dark Undead General Kaelstrife, reanimated by Erebus (reset by Chronos via the Déjà Vu System)	undone	15
Yana	Erebus | Chronos	Neck sliced by a Dark Hunter summoned by Erebus, via manipulation by Chronos (reset by Chronos via the Déjà Vu System)	undone	3
Yana	Gaelith of Tepan	Obliterated with light by Gaelith of Tepan (reset by Chronos via the Déjà Vu System)	undone	36
Yana	Goren Shein	Bled out after being cut several times by Goren Shein (reset by Chronos via the Déjà Vu System)	undone	6
Yana	Goren Shein	Murdered by Goren Shein (reset by Chronos via the Déjà Vu System)	undone	14
Yana	Yana | Gaelith's Darkness | Erebus | Gaelith Alloraine	Blew herself up using Fire Burst while fighting Gaelith's Darkness, host of Erebus, created by Gaelith Alloraine (reset by Chronos via the Déjà Vu System)	undone	1
Yana	Yana | Gaelith's Darkness | Erebus | Gaelith Alloraine	Blew herself up using Fire Burst while fighting Gaelith's Darkness, host of Erebus, created by Gaelith Alloraine (reset by Chronos via the Déjà Vu System)	undone	2
Yvon Leskins	Goren Shein	Murdered by Goren Shein (reset by Chronos via the Déjà Vu System)	undone	36
{15} Aidan Dar	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (reset by Chronos via the Déjà Vu System)	undone	39 to 53
{18} Aidan Dar	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (reset by Chronos via the Déjà Vu System)	undone	17 to 34
{2} Yana	Goren Shein	Murdered several times at the start of the loop by Goren Shein (3 times minus loop 14) (reset by Chronos via the Déjà Vu System)	undone	7 to 13
{3+} Lysandra	Gaelith Alloraine	Murdered by Gaelith Alloraine (several mentioned) (resurrected herself with her magic)	undead	
{3+} Yvon Leskins	Goren Shein	Murdered several times in previous loops by Goren Shein (reset by Dolos via his System)	undone	-55 to 0
{35} Pack Leader	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 37 minus 2 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 37, except 2, 3
{35} Undead General Kaelstrife	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 35) (reset by Chronos via the Déjà Vu System)	undone	1 to 35
{37} Mole King	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 38 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 38, except 36
{38} Arachnid Mother	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 38) (reset by Chronos via the Déjà Vu System)	undone	1 to 38
{38} Boomspite Goblin	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 38) (reset by Chronos via the Déjà Vu System)	undone	1 to 38
{3} Undead General Kaelstrife	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35
{4} Pack Leader	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints, except 1 death in loop 3)	undone	16, 35, 36, 37
{52} Goren Shein	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 12 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 4, 36, 37, 38, 55, 57, 58, 59, 60, 61, 62, 64
{53} Yvon Leskins	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned, minus Goren's kills) (reset by Dolos via his System)	undone	-55 to 0
{54} Razor Basilisk	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 54) (reset by Chronos via the Déjà Vu System)	undone	1 to 54
{54} Yana	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 10 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 1, 2, 3, 6, two loops between 7 and 13, 14, 15, 36
{55} High Priestess of Axul	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 55) (reset by Chronos via the Déjà Vu System)	undone	1 to 55
{55} Lady Mikaela	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned, minus Goren's kill) (reset by Dolos via his System)	undone	-55 to 0
{55} Stephan Lorren	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned, minus Goren's kill) (reset by Dolos via his System)	undone	-55 to 0
{56} Aidan Dar	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Alfred Jones	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Arachnid Mother	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Aric Kelltins	Erebus	Destroyed alongside the world by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Ben Shein	Erebus	Destroyed alongside the world by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Bernard	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Boomspite Goblin	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Christian Renner	Erebus	Destroyed alongside the world by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Dagon	Erebus	Destroyed alongside the world by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Dalton	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Dina	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Diona, Priestess of Axul	Erebus	Destroyed alongside the world by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Evangelina Volker	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Fiona	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Gaelith of Tepan	Erebus	Absorbed and used as a vessel by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Gaelith's Darkness	Erebus	Absorbed and used as a vessel by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Goren Shein	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Henry	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} High Priestess of Axul	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Jax of Belenia	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Left Hand of Darkness	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Lena Lethen	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Luke Hargreaves	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Melissa	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Miss Belle	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Mole King	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Mrs. Shein	Erebus	Destroyed alongside the world by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Pack Leader	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Razor Basilisk	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Right Hand of Darkness	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Stinger	Erebus	Destroyed alongside the world by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Tagan	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Undead General Kaelstrife	Erebus	Slain by the adventurers or eventually absorbed by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Waylan	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{56} Yana	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus (previous loop count mentioned) (reset by Dolos via his System)	undone	-55 to 0
{5} Aidan Dar	Erebus	Murdered by Erebus during several loops (reset by Chronos via the Déjà Vu System)	undone	58 to 62
{5} Goren Shein	Erebus	Murdered by Erebus during several loops (reset by Chronos via the Déjà Vu System)	undone	58 to 62
{61} Bernard	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 3 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 1, 2, 6
{61} Jax of Belenia	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 3 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 37, 38
{61} Tagan	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 3 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 1, 2, 6
{62} Fiona	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 2 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 38
{62} Henry	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 2 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 37
{62} Melissa	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 2 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 2, 4
{62} Waylan	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 2 known deaths) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 37
{63} Alfred Jones	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 36
{63} Aric Kelltins	Erebus	Destroyed alongside the world by Erebus (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 37
{63} Dina	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 37
{63} Evangelina Volker	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 36
{63} Lady Mikaela	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 36
{63} Lena Lethen	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 37
{63} Luke Hargreaves	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 38
{63} Stephan Lorren	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 36
{63} Stinger	Erebus	Destroyed alongside the world by Erebus (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 37
{63} Yvon Leskins	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64 minus 1 known death) (reset by Chronos via the Déjà Vu System)	undone	1 to 64, except 36
{64} Ben Shein	Erebus	Destroyed alongside the world by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Christian Renner	Erebus	Destroyed alongside the world by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Dagon	Erebus	Destroyed alongside the world by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Dalton	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Diona, Priestess of Axul	Erebus	Destroyed alongside the world by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Gaelith of Tepan	Erebus	Absorbed and used as a vessel by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Gaelith's Darkness	Erebus	Absorbed and used as a vessel by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Left Hand of Darkness	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Miss Belle	Erebus	Murdered several times while trapped in the Tomb of Gaelith by Erebus during the failed loops of the story (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Mrs. Shein	Erebus	Destroyed alongside the world by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{64} Right Hand of Darkness	Erebus	Slain by the adventurers or eventually absorbed by Erebus (loop count up to 64) (reset by Chronos via the Déjà Vu System)	undone	1 to 64
{6} Arachnid Mother	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38
{6} Boomspite Goblin	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38
{6} Mole King	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38
{6} Razor Basilisk	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38
{7} Aidan Dar	Goren Shein	Murdered several times at the start of the loop by Goren Shein (8 times minus loop 14) (reset by Chronos via the Déjà Vu System)	undone	7 to 13
{7} High Priestess of Axul	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints, except 1 death in loop 56)	undone	3, 16, 35, 36, 37, 38, 55
{8} Dina	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints, except 1 death in loop 3)	undone	16, 35, 36, 37, 38, 55, 56, 57
{8} Diona, Priestess of Axul	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints, except 1 death in loop 38)	undone	3, 16, 35, 36, 37, 55, 56, 57
{9} Aidan Dar	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Alfred Jones	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Aric Kelltins	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Ben Shein	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Bernard	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Christian Renner	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Dagon	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Dalton	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Evangelina Volker	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Fiona	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Gaelith of Tepan	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Gaelith's Darkness	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Goren Shein	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Henry	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Jax of Belenia	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Lady Mikaela	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Left Hand of Darkness	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Lena Lethen	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Luke Hargreaves	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Melissa	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Miss Belle	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Mrs. Shein	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Right Hand of Darkness	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Stephan Lorren	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Stinger	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Tagan	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Waylan	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Yana	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
{9} Yvon Leskins	Chronos	Erased alongside the world by Chronos (reset by Aidan Dar's Checkpoints)	undone	3, 16, 35, 36, 37, 38, 55, 56, 57
